,Headlines,Summary,Time,ner_text,GPE,LOC,PERSON,ORG,DATE,Type of Crime
751,Former militant among two killed in Pasni encounter,"GWADAR: Two suspects were killed in an encounter with police in Pasni on Tuesday night.According to official ... 
    ",2017-08-30,"[Two, Pasni, Tuesday, night]",['Pasni'],[],[],[],['Tuesday'],[]
752,10 militants killed in Harnai gun battle,"QUETTA: Ten suspected militants were killed on Thursday in a gun battle with security forces in a mountainous area ... 
    ",2017-09-03,"[QUETTA, Ten, Thursday]",['QUETTA'],[],[],[],['Thursday'],[]
753,Seven injured in Gwadar grenade attack,"GWADAR: Seven people, among them two children, were injured in a grenade attack here on Tuesday. Police said that... 
    ",2017-09-06,"[GWADAR, Seven, two, Tuesday]",[],[],[],['GWADAR'],['Tuesday'],[]
754,Six policemen injured,"QUETTA: Six policemen escorting the family members of Balochistans Home Minister Mir Sarfaraz Bugti were injured... 
    ",2017-09-24,"[QUETTA, Six, Mir Sarfaraz Bugti]",['QUETTA'],[],['Mir Sarfaraz Bugti'],[],[],[]
755,Indian soldiers kill four Kashmiris,"Four citizens and a soldier were wounded during the shootouts.
 
    ",2017-09-26,[Four],[],[],[],[],[],['Assault']
756,Weapons seized from AJK schoolteacher,"MUZAFFARABAD: A schoolteacher was booked under the Arms Act after police seized a huge cache of firearms at his... 
    ",2017-09-26,"[MUZAFFARABAD, the Arms Act]",[],[],['MUZAFFARABAD'],[],[],"['Assault', 'Terrorism']"
757,Three killed in firing on both sides of LoC,"MUZAFFARABAD: Violence continues to escalate at the Line of Control (LoC) as three people were killed  one in ... 
    ",2017-10-03,"[MUZAFFARABAD, the Line of Control, three,  one]",[],[],['MUZAFFARABAD'],['the Line of Control'],[],['Terrorism']
758,Coal miner killed,"QUETTA: A coal miner was killed as a result of a landslide inside a mine in the Harnai area on Monday.Levies... 
    ",2017-10-03,"[QUETTA, Harnai, Monday]","['QUETTA', 'Harnai']",[],[],[],['Monday'],[]
759,Journalist found dead,"KARACHI: A senior journalist was found dead in his apartment late on Monday night and police believed he died of... 
    ",2017-10-03,"[KARACHI, Monday, night]",[],[],[],['KARACHI'],['Monday'],[]
760,Army officer martyred in cross-border attack,"LANDI KOTAL: A junior commissioned officer (JCO) of the army was martyred in an attack carried out by militants from... 
    ",2017-10-04,"[LANDI KOTAL, JCO]",[],[],['LANDI KOTAL'],['JCO'],[],['Terrorism']
761,Couple killed for honour in Kachhi district,"DARA MURAD JAM­ALI: A man killed his sister and her alleged paramour in the name of honour in the Balanari area of... 
    ",2017-10-16,"[DARA MURAD, Balanari]",[],[],['DARA MURAD'],[],[],['Kidnapping']
762,Two suspected bandits killed in encounter,"KARACHI: Police claimed to have killed two suspected bandits in a shoot-out near Super Highway on... 
    ",2017-10-18,"[KARACHI, two, shoot, Super Highway]",['KARACHI'],[],[],[],[],[]
763,"Man, woman killed in separate incidents","DERA MURAD JAMALI: A man and a woman were shot dead separately in honour-related incidents over the past 24 hours,... 
    ",2017-10-22,"[DERA MURAD JAMALI, the past 24 hours]",[],[],['DERA MURAD JAMALI'],[],[],['Murder']
764,Two militants killed in Awaran,"QUETTA: Two suspected militants were killed as security forces launched an operation in the Jhao area of Awaran... 
    ",2017-10-31,"[QUETTA, Two, Jhao, Awaran]","['QUETTA', 'Jhao', 'Awaran']",[],[],[],[],[]
765,Unemployed youth from Punjab easy prey for traffickers,"Four of the 14 labourers killed in Turbat hailed from Mandi Bahauddin district 
    ",2017-11-17,"[Four, 14, Turbat, Mandi Bahauddin]",['Turbat'],[],['Mandi Bahauddin'],[],[],[]
766,"Two men, two women shot dead for honour","DERA MURAD JAMALI: Four people were gunned down in Bolan and Nasirabad on Monday, Levies said.Armed men killed a man... 
    ",2017-11-28,"[DERA MURAD JAMALI, Four, Bolan, Nasirabad, Monday, Levies]","['Bolan', 'Nasirabad']",[],['DERA MURAD JAMALI'],['Levies'],['Monday'],['Kidnapping']
767,Two militants killed in Awaran,"QUETTA: Two suspected militants were killed in a gun battle with security forces in Awaran district on... 
    ",2017-12-15,"[QUETTA, Two, Awaran]","['QUETTA', 'Awaran']",[],[],[],[],[]
768,Three panchayat members booked for assault,"FAISALABAD: The Tandlianwala city police on Wednesday registered a case against three members of a panchayat on... 
    ",2017-12-28,"[FAISALABAD, Tandlianwala city, Wednesday, three]","['FAISALABAD', 'Tandlianwala city']",[],[],[],['Wednesday'],[]
769,One shot dead near Quetta,"QUETTA: One person was killed and another injured in a firing incident in the Hazar Ganji area on the outskirts of... 
    ",2018-01-06,"[QUETTA, One, Hazar Ganji]",['QUETTA'],['Hazar Ganji'],[],[],[],"['Murder', 'Assault']"
770,Six injured in Indian shelling,"MUZAFFARABAD: Six people, including three women and a policeman, were injured in Indian shelling from across the ... 
    ",2018-01-28,"[MUZAFFARABAD, Six, three, Indian]",[],[],['MUZAFFARABAD'],[],[],[]
771,Mineworker killed,"QUETTA: A mineworker was killed and three others were injured when a trolley carrying coal fell on the workers in a... 
    ",2018-02-06,"[QUETTA, three]",['QUETTA'],[],[],[],[],[]
772,"11 killed in roof collapse after boiler explosion
","SUKKUR: Eleven people, including women and children, were killed and 12 others suffered injuries when the roof of a... 
    ",2018-03-29,"[SUKKUR, Eleven, 12]",[],[],[],['SUKKUR'],[],"['Murder', 'Assault']"
773,"India will have to accept world laws on Kashmir: Abbasi
","Prime minister condemns Indian army's recent ""manifestation of state-sponsored terrorism"" that killed 17 people.  
    ",2018-04-05,"[Indian army's, 17]",[],[],[],"[""Indian army's""]",[],[]
774,"Man kills stepmother in Nasirabad
","DERA MURAD JA­MALI: A man shot dead his stepmother in Nasirabad district late on Tuesday evening.

Police said that... 
    ",2018-04-25,"[DERA MURAD, Nasirabad, Tuesday, evening]",['Nasirabad'],[],[],['DERA MURAD'],['Tuesday'],['Murder']
775,"Two killed in Indian firing along LoC
","MUZAFFARABAD: Two civilians were killed and as many wounded in Azad Jammu and Kashmir (AJK) on Thursday as Indian... 
    ",2018-04-27,"[MUZAFFARABAD, Two, Azad Jammu, Kashmir, Thursday, Indian]",[],['Kashmir'],"['MUZAFFARABAD', 'Azad Jammu']",[],['Thursday'],"['Murder', 'Assault']"
776,"Son of ex-MNA among three men shot dead
","MIRAMSHAH: Assail­ants killed the son of a former parliamentarian and two others in separate incidents in the ... 
    ",2018-05-14,"[MIRAMSHAH, two]",[],[],[],['MIRAMSHAH'],[],[]
777,"Three killed in road rage
","LAHORE: Three people, including two women, died in road accidents in the city on Wednesday. A young girl, yet to be... 
    ",2018-05-17,"[LAHORE, Three, two, Wednesday]",['LAHORE'],[],[],[],['Wednesday'],[]
778,"Key LeJ leader among three terrorists killed in Killi Almas
","Suspected terrorist is believed to be involved in killing of over 100 people including Hazaras and policemen. 
    ",2018-05-17,"[over 100, Hazaras]",[],[],[],[],[],['Terrorism']
779,"Five killed in accident
","QUETTA: Five people were killed and five others received serious injuries on Wednesday after a truck hit a pick-up ... 
    ",2018-05-17,"[QUETTA, Five, five, Wednesday]",['QUETTA'],[],[],[],['Wednesday'],[]
780,"Eight killed as wagon falls  into ravine in Azad Kashmir
","MUZAFFARABAD: Eight people, including a woman, were killed and seven others wounded when a public 
transport vehicle... 
    ",2018-06-04,"[MUZAFFARABAD, Eight, seven]",[],[],['MUZAFFARABAD'],[],[],['Murder']
781,"Two people killed in clash between 'militants' and PTM supporters
","WANA: Army and paramilitary forces entered Wana town, the administrative headquarters of South Waziristan Agency,... 
    ",2018-06-04,"[Army, South Waziristan Agency]",[],[],[],"['Army', 'South Waziristan Agency']",[],[]
782,"Two journalists return after being kidnapped in Lahore
","LAHORE: Two journalists came under attack by unidentified men in Lahore cantonment area late on Tuesday night,... 
    ",2018-06-07,"[LAHORE, Two, Lahore, Tuesday night]","['LAHORE', 'Lahore']",[],[],[],[],[]
783,"Woman attempts suicide
","LAHORE: A woman allegedly attempted suicide by setting herself on fire in her house over some family dispute on... 
    ",2018-06-11,[LAHORE],['LAHORE'],[],[],[],[],[]
784,"Mother, son die in accident
","KHUZDAR: A woman and her son were killed and two other members of the family were injured when a Karachi-bound car... 
    ",2018-06-22,"[KHUZDAR, two, Karachi]",['Karachi'],[],[],['KHUZDAR'],[],[]
785,"Arms seized, three suspects held
","QUETTA: Frontier Corps personnel seized a huge cache of arms and explosives and arrested three suspects on Monday... 
    ",2018-08-07,"[QUETTA, Frontier Corps, three, Monday]",['QUETTA'],[],[],['Frontier Corps'],['Monday'],[]
786,"One killed, 10 injured in Chaman blast
","QUETTA: One person was killed and 10 others, including two security personnel, were injured in an explosion in ... 
    ",2018-08-13,"[QUETTA, One, 10, two]",['QUETTA'],[],[],[],[],[]
787,"CM Kamal promises to strengthen Balochistan police force
","The provincial police will be equipped with the latest weaponry, technology for the eradication of terrorism, crime. 
    ",2018-08-26,[],[],[],[],[],[],"['Terrorism', 'Fraud']"
788,"Luxury vehicles of PM House to be auctioned on Sept 17
","The vehicles include eight BMWs, three cars of 2014 model and three 5000cc SUVs and two 3000cc SUVs of 2016 model. 
    ",2018-09-01,"[eight, BMWs, three, 2014, three, two 3000cc, 2016]",[],[],[],['BMWs'],"['2014', '2016']",[]
789,"Boy killed, parents hurt in car crash
","KHUZDAR: A five-year-old boy was killed and his mother and father were injured when their car overturned at... 
    ",2018-09-17,"[KHUZDAR, five-year-old]",[],[],[],['KHUZDAR'],['five-year-old'],['Murder']
790,"21 injured as train derails near Mianwali
","MIANWALI: Twenty-one passengers were injured when seven coaches as well as the locomotive of Peshawer-bound Khushal... 
    ",2018-09-17,"[Twenty-one, seven, Peshawer, Khushal]",['Peshawer'],[],[],[],[],['Assault']
791,"Two die in Qilla Saifullah accident
","QUETTA: Two passengers died and six others sustained injuries when a Quetta-bound passenger coach overturned near ... 
    ",2018-09-27,"[QUETTA, Two, six, Quetta]","['QUETTA', 'Quetta']",[],[],[],[],[]
792,"ASWJ leader gunned down in Peshawar
","Unidentified motorcyclists open fire on senior leader of banned sectarian organisation and his police guards. 
    ",2018-10-05,[],[],[],[],[],[],[]
793,"Man, woman shot dead in Sibi
","DERA MURAD JAMALI: A man and a woman were gunned down on Wednesday in the Teli area of Sibi town over some ... 
    ",2018-10-11,"[DERA MURAD JAMALI, Wednesday, Teli, Sibi]",['Teli'],[],['DERA MURAD JAMALI'],[],['Wednesday'],[]
794,"Couple booked for torturing young maid
","RAWALPINDI: Police revealed on Sunday that Kinza Bashir, an eleven-year-old maid, had been tortured by her employers... 
    ",2018-10-22,"[RAWALPINDI, Sunday, Kinza Bashir, eleven-year-old]",[],[],['Kinza Bashir'],['RAWALPINDI'],"['Sunday', 'eleven-year-old']",['Terrorism']
795,"19 killed in bus collision near D.G. Khan
","DERA GHAZI KHAN: At least 19 people died and more than 30 others were injured when two passenger buses collided head... 
    ",2018-10-22,"[DERA GHAZI KHAN, At least 19, more than 30, two]",[],[],['DERA GHAZI KHAN'],[],[],[]
796,"Feuds leave five persons dead in Diamer
","GILGIT: Five people were killed and one was injured in separate incidents in Diamer district of Gilgit-Baltistan on... 
    ",2018-10-24,"[GILGIT, Five, one, Diamer, Gilgit-Baltistan]",['Diamer'],[],[],['GILGIT'],[],"['Murder', 'Assault']"
797,"Four men kidnapped, killed in North Waziristan
","Three employees of an oil exploration firm and an FC member killed by captors, police confirm. 
    ",2018-10-24,"[Three, FC]",[],[],[],['FC'],[],['Murder']
798,"Fire after vehicles collision leaves six dead in Bolan
","DERA MURAD JAMALI: Six people were burnt to death and four others injured in a head-on collision between a vehicle... 
    ",2018-10-24,"[DERA MURAD JAMALI, Six, four]",[],[],['DERA MURAD JAMALI'],[],[],[]
799,"Two brothers among three shot dead
","QUETTA: Three people, including two brothers, were killed and another was injured in a firing incident in the... 
    ",2018-10-24,"[QUETTA, Three, two]",['QUETTA'],[],[],[],[],"['Murder', 'Assault']"
800,"Terrorist involved in D.I. Khan jailbreak killed
","Mohammad Abid shot dead in joint operation by CTD and police personnel. 
    ",2018-10-25,"[Mohammad Abid, CTD]",[],[],['Mohammad Abid'],['CTD'],[],['Murder']
801,"Major, two sepoys martyred in ambush
","Militants ambush military convoy in Razmak area of North Waziristan tribal district. 
    ",2018-11-13,"[Razmak, North Waziristan]","['Razmak', 'North Waziristan']",[],[],[],[],[]
802,"Suspect arrested
","QUETTA: The Counter Terrorism Department on Mon­day arrested a man suspected to be involved in the Taftan suicide... 
    ",2018-11-13,"[QUETTA, The Counter Terrorism Department, Taftan]","['QUETTA', 'Taftan']",[],[],['The Counter Terrorism Department'],[],[]
803,"Two teenagers killed in Karachi blast
","KARACHI: Two teenagers were killed and eight other people injured in a roadside blast in the Quaidabad area of... 
    ",2018-11-17,"[KARACHI, Two, eight, Quaidabad]","['KARACHI', 'Quaidabad']",[],[],[],[],['Terrorism']
804,"Judge comes under gun attack near Pindi
","Rawalpindi police launch an investigation into the matter.
 
    ",2018-11-17,[Rawalpindi],['Rawalpindi'],[],[],[],[],[]
805,"Three killed in accident near Lasbela
","KHUZDAR: Three people, among them a woman, were killed and 13 others injured when a passenger coach overturned on... 
    ",2018-11-19,"[KHUZDAR, Three, 13]",[],[],[],['KHUZDAR'],[],[]
806,"Arms seized, man commits suicide in Nasirabad
","DERA MURAD JAMALI: Police on Monday seized a large quantity of arms and explosives from the Chatter area of ... 
    ",2018-11-27,"[DERA MURAD JAMALI:, Monday, Chatter]",[],[],"['DERA MURAD JAMALI:', 'Chatter']",[],['Monday'],['Kidnapping']
807,"Schoolgirl dies in Turbat blast
","GWADAR: An eight-year-old girl was killed and 20 others received injuries on Wednesday when a cylinder exploded... 
    ",2018-11-29,"[GWADAR, eight-year-old, 20, Wednesday]",[],[],[],['GWADAR'],"['eight-year-old', 'Wednesday']",[]
808,"Nine killed in two road accidents
","QUETTA: Nine people were killed and 35 others injured in two road accidents in Chaman and Pishin on Thursday.

... 
    ",2018-12-07,"[QUETTA, Nine, 35, two, Chaman, Pishin, Thursday]",['QUETTA'],[],"['Chaman', 'Pishin']",[],['Thursday'],[]
809,"Girls among four killed in Chilas accident
","GILGIT: Four people of a family, including three teenage girls and a woman, were killed and four others were injured... 
    ",2018-12-28,"[GILGIT, Four, three, four]",[],[],[],['GILGIT'],[],['Murder']
810,"Man, robber killed in armed clash
","KASUR: A man and an alleged robber were killed in an exchange of fire during a robbery bid on Wednesday night at... 
    ",2019-01-03,[Wednesday night],[],[],[],[],[],['Assault']
811,"Two killed in wagon-truck collision
","KHUZDAR: Two people were killed and 16 others, including women and children, injured in a head-on collision between ... 
    ",2019-01-11,"[KHUZDAR, Two, 16]",[],[],[],['KHUZDAR'],[],[]
812,"Three Indian soldiers killed in Pakistan response to shelling
","""Unprovoked firing"" by Indian forces injures 50-year-old man in village across Line of Control. 
    ",2019-01-19,"[Indian, 50-year-old, Line of Control]",[],[],[],[],['50-year-old'],[]
813,"Three killed in accident
","DERA MURAD JAMALI: Three people were killed in a road accident in the Kachhi district of Balochistan on Friday.... 
    ",2019-01-19,"[DERA MURAD JAMALI, Three, the Kachhi district, Balochistan, Friday]",['Balochistan'],['the Kachhi district'],['DERA MURAD JAMALI'],[],['Friday'],[]
